Date,Product,Category,Region,Sales Channel,Customer Segment,Quantity Sold,Unit Price,Total Sales
2024-01-22,Smartphone,Electronics,Asia,Wholesale,Consumer,73,1388.47,101358.31
2022-05-24,Desktop,Wearables,Oceania,Wholesale,Corporate,94,1213.14,114035.16
2023-09-01,Desktop,Accessories,Europe,Wholesale,Small Business,77,991.49,76344.73
2022-07-20,Smartwatch,Wearables,North America,Marketplace,Home Office,52,522.73,27181.96
2022-05-04,Smartphone,Mobile,South America,Wholesale,Home Office,95,409.08,38862.6
2022-07-06,Smartwatch,Electronics,North America,Online,Corporate,46,1990.15,91546.90000000001
2022-11-22,Smartphone,Wearables,North America,Retail Store,Consumer,13,1189.27,15460.51
2023-04-09,Smartwatch,Mobile,Europe,Online,Small Business,96,1986.28,190682.88
2022-12-15,Desktop,Accessories,South America,Direct Sales,Home Office,17,1775.0,30175.0
2024-02-10,Desktop,Computers,North America,Marketplace,Home Office,67,525.04,35177.68
2023-10-22,Laptop,Accessories,Europe,Marketplace,Consumer,61,1300.25,79315.25
2024-02-03,Tablet,Electronics,Asia,Direct Sales,Enterprise,65,1137.84,73959.59999999999
2024-08-12,Smartwatch,Accessories,Europe,Online,Corporate,53,1088.49,57689.97
2024-07-20,Laptop,Accessories,Africa,Online,Consumer,5,1379.3,6896.5
2023-02-07,Tablet,Accessories,Oceania,Direct Sales,Consumer,32,2456.1,78595.2
2022-12-12,Smartwatch,Accessories,Europe,Wholesale,Consumer,89,2041.61,181703.28999999998
2024-08-20,Smartphone,Electronics,Europe,Wholesale,Consumer,45,2264.1,101884.5
2023-05-26,Tablet,Mobile,Europe,Retail Store,Enterprise,56,122.62,6866.72
2022-05-27,Desktop,Wearables,North America,Online,Small Business,5,393.82,1969.1
2022-05-28,Laptop,Computers,South America,Online,Consumer,87,257.67,22417.29
2024-05-13,Tablet,Wearables,Europe,Direct Sales,Consumer,76,694.92,52813.92
2023-12-12,Tablet,Wearables,Europe,Direct Sales,Corporate,34,1132.64,38509.76
2024-03-30,Desktop,Computers,Africa,Wholesale,Home Office,61,1623.03,99004.83
2023-05-04,Smartwatch,Electronics,Africa,Online,Enterprise,87,1277.04,111102.48
2024-07-17,Smartphone,Computers,Asia,Online,Consumer,80,2262.8,181024.0
2024-07-24,Desktop,Electronics,Asia,Marketplace,Small Business,62,2352.65,145864.30000000002
2023-10-02,Smartphone,Wearables,Africa,Retail Store,Small Business,69,450.63,31093.47
2023-07-05,Smartwatch,Electronics,South America,Retail Store,Small Business,63,2139.64,134797.31999999998
2022-12-04,Tablet,Mobile,Asia,Wholesale,Corporate,44,1230.22,54129.68
2024-05-21,Smartphone,Computers,Oceania,Online,Small Business,28,1160.66,32498.480000000003
2023-10-03,Laptop,Mobile,Oceania,Marketplace,Corporate,70,1973.1,138117.0
2024-02-18,Laptop,Wearables,South America,Online,Enterprise,13,278.19,3616.47
2024-08-10,Desktop,Computers,Africa,Direct Sales,Small Business,43,2212.11,95120.73000000001
2023-04-18,Smartwatch,Wearables,Asia,Wholesale,Home Office,30,1693.62,50808.6
2024-08-03,Desktop,Mobile,Europe,Retail Store,Consumer,26,2194.39,57054.14
2022-05-31,Desktop,Wearables,Africa,Online,Enterprise,81,2486.47,201404.06999999998
2023-02-19,Desktop,Computers,Asia,Wholesale,Home Office,63,1319.11,83103.93
2022-10-25,Laptop,Computers,South America,Retail Store,Enterprise,73,278.49,20329.77
2023-09-03,Laptop,Wearables,Oceania,Online,Small Business,57,457.98,26104.86
2022-09-20,Desktop,Computers,South America,Marketplace,Enterprise,64,842.86,53943.04
2024-02-03,Laptop,Computers,Asia,Wholesale,Enterprise,80,303.7,24296.0
2022-05-24,Smartwatch,Wearables,South America,Online,Enterprise,49,2047.59,100331.90999999999
2022-12-12,Desktop,Mobile,Asia,Retail Store,Corporate,52,777.33,40421.16
2023-09-16,Laptop,Computers,Asia,Retail Store,Home Office,63,2440.92,153777.96
2023-07-26,Smartphone,Computers,South America,Marketplace,Small Business,82,1771.35,145250.69999999998
2024-05-30,Desktop,Computers,North America,Wholesale,Consumer,13,474.9,6173.7
2022-01-02,Desktop,Computers,Europe,Wholesale,Small Business,93,1216.3,113115.9
2024-06-15,Smartwatch,Wearables,Africa,Online,Small Business,88,1193.87,105060.56
2022-10-31,Tablet,Mobile,Oceania,Retail Store,Corporate,45,1256.65,56549.25000000001
2022-09-11,Tablet,Mobile,Europe,Retail Store,Corporate,46,1362.44,62672.240000000005
2023-10-14,Smartwatch,Electronics,Africa,Marketplace,Enterprise,77,126.37,9730.49
2023-03-29,Smartwatch,Computers,Africa,Marketplace,Small Business,89,1731.44,154098.16
2022-02-06,Smartwatch,Computers,Oceania,Wholesale,Home Office,41,1243.62,50988.42
2022-06-09,Tablet,Electronics,Europe,Retail Store,Corporate,46,1987.87,91442.01999999999
2022-01-09,Smartwatch,Mobile,Oceania,Online,Corporate,1,2047.61,2047.61
2022-08-21,Laptop,Accessories,Asia,Direct Sales,Home Office,73,614.81,44881.13
2022-04-09,Desktop,Accessories,Oceania,Online,Corporate,68,168.64,11467.519999999999
2023-10-21,Desktop,Mobile,South America,Marketplace,Home Office,92,1772.92,163108.64
2024-03-26,Smartphone,Computers,North America,Online,Consumer,12,2445.52,29346.239999999998
2022-07-27,Smartphone,Accessories,North America,Retail Store,Home Office,88,1144.31,100699.28
2022-05-11,Desktop,Wearables,North America,Wholesale,Consumer,73,686.05,50081.649999999994
2023-02-08,Laptop,Wearables,Europe,Direct Sales,Enterprise,35,433.85,15184.75
2022-06-01,Tablet,Electronics,Europe,Wholesale,Enterprise,99,754.24,74669.76
2022-02-23,Tablet,Mobile,Asia,Direct Sales,Corporate,33,853.4,28162.2
2022-04-30,Laptop,Mobile,North America,Direct Sales,Home Office,58,1088.49,63132.42
2023-11-04,Tablet,Accessories,Asia,Retail Store,Corporate,35,1655.75,57951.25
2024-07-08,Smartwatch,Computers,North America,Retail Store,Home Office,46,719.25,33085.5
2023-09-20,Desktop,Mobile,Europe,Marketplace,Corporate,84,174.89,14690.759999999998
2023-08-10,Desktop,Accessories,South America,Marketplace,Enterprise,66,964.53,63658.979999999996
2023-09-17,Laptop,Accessories,South America,Direct Sales,Enterprise,44,2146.29,94436.76
2024-08-25,Tablet,Mobile,South America,Marketplace,Corporate,26,1270.96,33044.96
2023-02-24,Smartphone,Accessories,Oceania,Retail Store,Home Office,42,2413.72,101376.23999999999
2023-02-26,Smartphone,Electronics,South America,Marketplace,Small Business,77,1283.87,98857.98999999999
2022-04-14,Tablet,Electronics,Africa,Direct Sales,Home Office,30,725.95,21778.5
2024-05-01,Smartphone,Mobile,North America,Wholesale,Corporate,32,523.62,16755.84
2022-09-11,Laptop,Computers,South America,Online,Home Office,36,1751.59,63057.24
2022-08-15,Laptop,Electronics,Africa,Marketplace,Consumer,19,1364.13,25918.47
2022-04-22,Tablet,Electronics,Africa,Retail Store,Home Office,22,1529.8,33655.6
2023-05-25,Smartphone,Mobile,Africa,Wholesale,Enterprise,65,1900.06,123503.9
2023-04-18,Laptop,Wearables,Asia,Retail Store,Enterprise,57,1828.46,104222.22
2022-04-09,Laptop,Accessories,Asia,Marketplace,Consumer,11,156.24,1718.64
2022-06-02,Smartwatch,Electronics,Africa,Direct Sales,Home Office,26,2016.3,52423.799999999996
2024-05-10,Smartwatch,Wearables,Oceania,Online,Small Business,48,1355.12,65045.759999999995
2024-07-02,Laptop,Computers,South America,Online,Home Office,19,1009.69,19184.11
2024-06-14,Tablet,Wearables,North America,Wholesale,Enterprise,83,1366.92,113454.36
2024-05-27,Desktop,Mobile,Oceania,Online,Enterprise,12,1550.51,18606.12
2022-12-04,Desktop,Computers,Europe,Direct Sales,Corporate,67,416.29,27891.43
2023-12-07,Laptop,Computers,Asia,Retail Store,Enterprise,56,1072.67,60069.520000000004
2024-04-01,Laptop,Wearables,South America,Direct Sales,Corporate,18,872.19,15699.420000000002
2022-06-12,Laptop,Mobile,South America,Wholesale,Enterprise,5,908.5,4542.5
2023-12-21,Tablet,Electronics,Europe,Wholesale,Enterprise,24,273.77,6570.48
2024-08-14,Smartwatch,Wearables,Europe,Online,Small Business,78,441.62,34446.36
2023-11-12,Laptop,Electronics,South America,Direct Sales,Corporate,38,446.49,16966.62
2022-06-10,Laptop,Wearables,Europe,Retail Store,Corporate,67,964.4,64614.799999999996
2023-08-03,Smartphone,Electronics,South America,Direct Sales,Enterprise,70,2241.5,156905.0
2024-03-11,Tablet,Wearables,Oceania,Retail Store,Corporate,76,554.77,42162.52
2023-02-02,Laptop,Computers,Europe,Retail Store,Enterprise,52,1069.67,55622.840000000004
2022-10-04,Smartphone,Accessories,Oceania,Direct Sales,Enterprise,75,813.44,61008.00000000001
2024-03-26,Desktop,Computers,Oceania,Marketplace,Home Office,39,1979.09,77184.51
2024-07-04,Laptop,Electronics,Europe,Direct Sales,Corporate,59,172.81,10195.79
2023-05-19,Laptop,Mobile,South America,Retail Store,Consumer,26,531.53,13819.779999999999
2024-06-14,Smartphone,Computers,Africa,Wholesale,Corporate,65,566.07,36794.55
2023-01-27,Tablet,Accessories,South America,Wholesale,Corporate,80,2482.76,198620.80000000002
2022-05-15,Laptop,Electronics,North America,Online,Small Business,48,1448.4,69523.20000000001
2022-07-14,Desktop,Computers,Europe,Wholesale,Consumer,53,390.45,20693.85
2023-02-05,Laptop,Wearables,Asia,Marketplace,Consumer,9,716.89,6452.01
2023-10-02,Desktop,Mobile,Europe,Retail Store,Small Business,5,461.16,2305.8
2022-02-02,Smartwatch,Electronics,North America,Direct Sales,Small Business,72,355.28,25580.159999999996
2023-11-19,Smartwatch,Computers,Oceania,Direct Sales,Corporate,61,2003.1,122189.09999999999
2023-04-05,Desktop,Electronics,Asia,Marketplace,Home Office,21,1264.59,26556.39
2024-08-12,Tablet,Wearables,Asia,Wholesale,Small Business,97,1596.46,154856.62
2024-06-01,Laptop,Accessories,South America,Retail Store,Consumer,63,861.57,54278.91
2023-04-15,Laptop,Computers,Africa,Wholesale,Consumer,20,1406.55,28131.0
2023-01-10,Smartwatch,Electronics,South America,Online,Corporate,58,681.04,39500.32
2022-01-22,Desktop,Electronics,Asia,Wholesale,Home Office,45,804.69,36211.05
2024-01-20,Laptop,Electronics,Asia,Online,Enterprise,22,1647.98,36255.56
2023-11-01,Laptop,Accessories,Africa,Direct Sales,Small Business,77,418.36,32213.72
2022-02-07,Tablet,Electronics,Europe,Retail Store,Small Business,75,1562.19,117164.25
2022-08-18,Smartphone,Mobile,Africa,Online,Corporate,82,2137.98,175314.36000000002
2022-12-31,Smartwatch,Mobile,Oceania,Wholesale,Home Office,63,345.04,21737.52
2023-07-17,Smartwatch,Electronics,South America,Wholesale,Consumer,30,2248.78,67463.40000000001
2023-03-14,Smartphone,Mobile,Europe,Direct Sales,Consumer,63,244.64,15412.32
2024-02-15,Laptop,Computers,South America,Marketplace,Enterprise,97,904.83,87768.51000000001
2022-10-10,Tablet,Mobile,Africa,Marketplace,Consumer,44,1545.75,68013.0
2022-01-27,Tablet,Electronics,Europe,Wholesale,Small Business,67,1420.57,95178.19
2022-08-14,Smartwatch,Wearables,Africa,Marketplace,Enterprise,58,286.16,16597.280000000002
2022-10-04,Tablet,Computers,Oceania,Retail Store,Home Office,65,2007.34,130477.09999999999
2024-03-08,Smartphone,Accessories,North America,Marketplace,Enterprise,36,2434.23,87632.28
2023-09-01,Laptop,Electronics,Asia,Retail Store,Home Office,6,494.01,2964.06
2022-10-11,Smartphone,Accessories,Europe,Wholesale,Consumer,37,2243.07,82993.59000000001
2024-05-28,Desktop,Wearables,Asia,Wholesale,Corporate,93,1414.18,131518.74000000002
2024-08-17,Smartwatch,Accessories,North America,Wholesale,Enterprise,75,2343.04,175728.0
2023-04-26,Tablet,Electronics,Europe,Direct Sales,Enterprise,55,481.41,26477.550000000003
2023-03-29,Desktop,Electronics,Asia,Marketplace,Small Business,77,1990.45,153264.65
2024-04-08,Tablet,Wearables,Asia,Online,Small Business,75,196.46,14734.5
2024-03-26,Laptop,Electronics,Europe,Online,Home Office,59,2213.83,130615.97
2023-10-21,Laptop,Wearables,Asia,Wholesale,Corporate,38,1701.69,64664.22
2023-05-31,Laptop,Wearables,Asia,Marketplace,Small Business,25,957.12,23928.0
2023-07-01,Tablet,Electronics,Europe,Retail Store,Small Business,79,516.64,40814.56
2022-07-11,Desktop,Mobile,Asia,Online,Consumer,77,2050.51,157889.27000000002
2022-02-18,Laptop,Wearables,Asia,Wholesale,Consumer,33,1527.94,50422.020000000004
2023-05-27,Desktop,Electronics,South America,Online,Small Business,13,933.02,12129.26
2022-01-17,Tablet,Mobile,Oceania,Online,Home Office,38,1137.4,43221.200000000004
2022-06-21,Desktop,Wearables,South America,Online,Corporate,58,2075.03,120351.74
2022-08-08,Tablet,Mobile,North America,Wholesale,Small Business,88,880.37,77472.56
2022-06-07,Tablet,Computers,South America,Wholesale,Home Office,20,269.6,5392.0
2023-04-22,Smartwatch,Computers,South America,Direct Sales,Home Office,17,2282.64,38804.88
2022-02-15,Tablet,Mobile,North America,Direct Sales,Small Business,24,998.99,23975.760000000002
2023-01-08,Tablet,Wearables,Asia,Direct Sales,Home Office,26,903.55,23492.3
2023-06-02,Smartphone,Electronics,Asia,Online,Enterprise,40,550.78,22031.199999999997
2022-04-09,Laptop,Accessories,South America,Marketplace,Home Office,32,2248.69,71958.08
2024-06-10,Smartwatch,Electronics,North America,Wholesale,Small Business,93,582.89,54208.77
2024-01-15,Smartwatch,Accessories,Asia,Direct Sales,Home Office,78,1609.85,125568.29999999999
2022-02-06,Smartwatch,Accessories,Africa,Marketplace,Small Business,37,2207.87,81691.19
2022-10-07,Smartphone,Wearables,Europe,Direct Sales,Consumer,86,135.54,11656.439999999999
2022-12-15,Tablet,Mobile,Europe,Direct Sales,Small Business,98,2080.54,203892.91999999998
2023-05-12,Laptop,Electronics,Oceania,Marketplace,Home Office,91,1055.97,96093.27
2022-10-29,Desktop,Mobile,Europe,Direct Sales,Small Business,92,1662.04,152907.68
2022-06-30,Tablet,Computers,South America,Online,Corporate,86,962.39,82765.54
2023-08-30,Smartphone,Wearables,Europe,Online,Small Business,60,1754.01,105240.6
2022-04-09,Tablet,Wearables,Europe,Online,Small Business,57,673.02,38362.14
2023-12-01,Tablet,Computers,Africa,Retail Store,Corporate,58,103.73,6016.34
2022-04-26,Smartphone,Electronics,Asia,Direct Sales,Corporate,67,2372.08,158929.36
2022-07-10,Smartwatch,Computers,Africa,Retail Store,Corporate,22,90.1,1982.1999999999998
2022-09-10,Smartwatch,Electronics,South America,Wholesale,Enterprise,58,2069.04,120004.31999999999
2024-07-16,Laptop,Accessories,Europe,Marketplace,Small Business,85,464.39,39473.15
2022-06-10,Laptop,Wearables,Asia,Wholesale,Corporate,80,1010.94,80875.20000000001
2022-09-13,Smartwatch,Electronics,Oceania,Retail Store,Corporate,73,2065.11,150753.03
2022-11-19,Desktop,Mobile,Oceania,Online,Consumer,77,554.53,42698.81
2022-05-08,Tablet,Mobile,Europe,Direct Sales,Enterprise,74,2170.98,160652.52
2022-01-18,Desktop,Wearables,Europe,Direct Sales,Small Business,49,1269.51,62205.99
2024-03-03,Tablet,Computers,Oceania,Online,Home Office,85,947.08,80501.8
2024-01-05,Smartwatch,Computers,Oceania,Direct Sales,Enterprise,49,1672.97,81975.53
2023-07-20,Laptop,Electronics,South America,Marketplace,Enterprise,42,886.4,37228.799999999996
2023-07-24,Laptop,Computers,Europe,Marketplace,Consumer,40,900.86,36034.4
2022-11-19,Desktop,Wearables,Oceania,Marketplace,Small Business,71,1847.14,131146.94
2024-05-21,Laptop,Electronics,North America,Wholesale,Small Business,46,809.09,37218.14
2023-11-17,Smartwatch,Accessories,Oceania,Online,Corporate,22,541.89,11921.58
2024-03-02,Desktop,Computers,Asia,Marketplace,Corporate,82,2028.73,166355.86000000002
2023-09-18,Tablet,Computers,Asia,Retail Store,Enterprise,21,2023.16,42486.36
2022-10-15,Laptop,Electronics,North America,Marketplace,Consumer,51,1269.08,64723.079999999994
2024-07-31,Smartphone,Mobile,South America,Wholesale,Small Business,14,1340.31,18764.34
2024-05-03,Laptop,Computers,Europe,Retail Store,Consumer,74,1755.39,129898.86
2023-10-25,Tablet,Wearables,Europe,Online,Home Office,97,1297.72,125878.84
2024-08-19,Desktop,Computers,Oceania,Online,Small Business,9,1071.75,9645.75
2023-10-01,Tablet,Accessories,Asia,Marketplace,Corporate,18,2487.49,44774.81999999999
2022-06-04,Smartphone,Computers,South America,Retail Store,Enterprise,13,411.72,5352.360000000001
2023-05-05,Smartwatch,Mobile,South America,Retail Store,Consumer,17,1502.18,25537.06
2023-01-21,Laptop,Computers,South America,Marketplace,Corporate,87,2220.36,193171.32
2024-02-24,Desktop,Electronics,Oceania,Marketplace,Enterprise,25,1733.68,43342.0
2022-04-14,Smartwatch,Computers,Europe,Direct Sales,Corporate,54,2208.26,119246.04000000001
2024-07-17,Tablet,Mobile,South America,Direct Sales,Small Business,16,874.02,13984.32
2023-01-28,Desktop,Electronics,Oceania,Marketplace,Consumer,24,716.38,17193.12
2024-03-21,Smartwatch,Wearables,Oceania,Wholesale,Home Office,95,2135.62,202883.9
2022-09-03,Desktop,Electronics,North America,Direct Sales,Corporate,75,1015.58,76168.5
2022-06-25,Smartphone,Accessories,Africa,Marketplace,Consumer,23,1788.72,41140.56
2022-02-08,Smartphone,Electronics,South America,Retail Store,Small Business,41,411.98,16891.18
2023-04-22,Laptop,Wearables,Africa,Direct Sales,Corporate,86,1901.8,163554.8
2023-11-13,Laptop,Computers,Europe,Wholesale,Small Business,33,1395.01,46035.33
2024-01-29,Smartphone,Electronics,Oceania,Online,Home Office,42,708.1,29740.2
2023-06-22,Desktop,Electronics,South America,Retail Store,Home Office,48,1261.53,60553.44
2024-05-16,Smartphone,Electronics,Asia,Wholesale,Enterprise,18,1757.51,31635.18
2024-03-28,Laptop,Electronics,Europe,Wholesale,Enterprise,63,79.12,4984.56
2024-07-09,Smartphone,Wearables,North America,Wholesale,Enterprise,78,1611.79,125719.62
2023-02-12,Smartphone,Mobile,North America,Retail Store,Small Business,92,1376.9,126674.8
2023-06-09,Desktop,Mobile,Africa,Wholesale,Enterprise,11,589.7,6486.700000000001
2024-04-07,Smartwatch,Electronics,Oceania,Online,Consumer,24,1894.8,45475.2
2023-05-21,Laptop,Wearables,Africa,Direct Sales,Small Business,61,793.48,48402.28
2024-06-21,Desktop,Wearables,Asia,Retail Store,Small Business,64,728.31,46611.84
2024-04-04,Smartphone,Electronics,Asia,Wholesale,Enterprise,36,1204.48,43361.28
2022-02-05,Smartphone,Accessories,North America,Marketplace,Enterprise,83,1706.57,141645.31
2023-11-16,Smartwatch,Electronics,South America,Direct Sales,Small Business,77,2325.67,179076.59
2022-01-20,Laptop,Accessories,North America,Retail Store,Home Office,97,396.33,38444.01
2022-11-17,Laptop,Electronics,North America,Marketplace,Home Office,53,1021.35,54131.55
2024-02-15,Tablet,Accessories,Asia,Marketplace,Enterprise,83,214.12,17771.96
2023-05-27,Laptop,Accessories,Africa,Wholesale,Home Office,47,1908.45,89697.15000000001
2023-02-04,Smartwatch,Electronics,Asia,Retail Store,Consumer,52,1146.95,59641.4
2023-10-16,Tablet,Accessories,Oceania,Wholesale,Consumer,96,1781.98,171070.08000000002
2024-08-29,Tablet,Computers,Asia,Online,Consumer,79,839.38,66311.02
2024-06-01,Smartphone,Mobile,Asia,Marketplace,Small Business,57,2118.58,120759.06
2023-04-16,Smartphone,Wearables,North America,Online,Small Business,75,1360.33,102024.75
2022-05-23,Laptop,Accessories,South America,Wholesale,Small Business,23,2361.84,54322.32000000001
2022-04-02,Tablet,Accessories,North America,Direct Sales,Small Business,59,243.1,14342.9
2022-12-20,Smartphone,Wearables,Europe,Marketplace,Small Business,69,1309.98,90388.62
2024-04-13,Smartwatch,Accessories,Asia,Direct Sales,Enterprise,56,1927.82,107957.92
2024-03-10,Smartphone,Wearables,Asia,Retail Store,Home Office,86,1520.37,130751.81999999999
2023-12-28,Smartphone,Electronics,Europe,Marketplace,Enterprise,42,106.83,4486.86
